,artist,track,uri,nick_history,jojo_history,rich_history
819,Ashe,Moral of the Story,spotify:track:2nC3QhMI9reBIOWutbU3Tj,True,,
820,NLE Choppa,Jumpin (feat. Polo G),spotify:track:1z7LV5wkExwW8YJk0IrPUA,True,,
821,88rising,Plans (feat. Vory),spotify:track:2W8d6AkRCP2qD89z1zK5MJ,True,,True
822,Travis Scott,goosebumps,spotify:track:6gBFPUFcJLzWGx4lenP6h2,True,,True
823,21 Savage,Immortal,spotify:track:4IO8X9W69dIQe0EC5ALXhq,True,,
824,Bearson,It's Not This,spotify:track:12ZC7GrMQNo6xXJdN89d8P,True,,
825,ILLENIUM,Good Things Fall Apart (with Jon Bellion),spotify:track:6pooRNiLyYpxZeIA5kJ5EX,True,,
826,MitiS,Try (feat. RØRY),spotify:track:2qS7S9ramy7bLIiM71eXVX,True,,
827,Jack Harlow,SUVs (Black on Black),spotify:track:1MIGkQxcdAt2lDx6ySpsc5,True,,
828,DVBBS,Swim,spotify:track:6qsZogIYZl976t9RyRqPjO,True,,
829,Petit Biscuit,Sunset Lover,spotify:track:0hNduWmlWmEmuwEFcYvRu1,True,,True
830,Aries,KIDS ON MOLLY,spotify:track:4CbRVZuohuxJPMqvvWb2lT,True,,
831,H.E.R.,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,True,,True
832,Imagine Dragons,Natural,spotify:track:2FY7b99s15jUprqC0M5NCT,True,,True
833,Magic Power,射手,spotify:track:2AKqbtVArdppbDyXSlQ1La,True,,
834,Kanye West,Selah,spotify:track:39JRmdKFka1Oe09FoOCPI4,,,
835,The Weeknd,Scared To Live,spotify:track:4BGZF4oLbTL0pWm7C18pbv,True,,
836,Unlike Pluto,Everything Black,spotify:track:3UEnF6y5tyHVtMzldS3svp,True,,
837,ILLENIUM,Crazy Times,spotify:track:65Ue0jbK1lhMuWc9XfVanh,True,,
838,Rich The Kid,Tic Toc (with Tory Lanez),spotify:track:7cWmR9RLLMY6bj28q4bhvz,True,,
839,Marshmello,Project Dreams,spotify:track:6GSkLS2y4ZnnZsuRAj975K,True,,
840,Joji,XNXX,spotify:track:0qpSvzE0Rws3gVZNZCf04v,,,
841,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",spotify:track:0OI7AFifLSoGzpb8bdBLLV,True,,
842,Abhi The Nomad,Sex n' Drugs,spotify:track:0G2wimhVoDYXbQ6csDxtSf,True,,
843,NAV,Held Me Down,spotify:track:0jiW3PNiHJxOhWh9oPBJ7m,True,,
844,Martin Garrix,There for You,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,True,,
845,Kanye West,Ok Ok pt 2,spotify:track:1QCqedB1ibmRO9x7Ikb5LI,True,,
846,Drake,In My Feelings,spotify:track:0bAkKNCQfWkexHFn7fIKns,True,,True
847,ILLENIUM,Lost,spotify:track:4rIAqwhHGfWChQvQGYwEfR,True,,
848,Sylo,Ginny,spotify:track:6i5a50hEuC7FtJoBVqKpcT,True,,
849,Rich Brian,Sometimes,spotify:track:4TQKvKtmAWsiOHGXSYkm7K,True,,True
850,Aerosmith,Crazy,spotify:track:74irxdVWstNlEQjsvArITq,True,,
851,Cordae,RNP (feat. Anderson .Paak),spotify:track:5lw8Mgb4LyhriPIC86gV6e,True,,
852,Kanye West,Use This Gospel,spotify:track:0oPOuDmmkVp3h6puekhs6P,True,,
853,A$AP Ferg,Floor Seats,spotify:track:6AomCkEOQUODCYzQwH4SWC,True,,
854,Lil Wayne,Bing James (ft. Jay Rock),spotify:track:3wGkYZLDYtULqg635DyKw8,True,,
855,Jeremy Zucker,talk is overrated,spotify:track:7cflqPPi3zWfLFRRBTWeh6,True,,
856,Galantis,Love on Me,spotify:track:2MHCiOohBZEQuLgDTPvSzF,True,,
857,Macklemore,Good Old Days (feat. Kesha),spotify:track:2Za1AlJNvksouPPWbXpR2X,True,,
858,Kid Cudi,Tequila Shots,spotify:track:30KctD1WsHKTIYczXjip5a,True,,
859,Drake,Too Much,spotify:track:6kIh5c8x8vzOe6OKW1X59U,True,,True
860,Lil Uzi Vert,Silly Watch,spotify:track:5egD7A5x9AHdVO2fMo3Wbo,True,,
861,DJ Khaled,POPSTAR (feat. Drake),spotify:track:6EDO9iiTtwNv6waLwa1UUq,True,,True
862,6LACK,Unfair,spotify:track:3Q33RhbyoFul9LdKKjticI,True,,
863,DaniLeigh,The Plan,spotify:track:5y1KNlbZ1RAfq7tUIWvH2a,True,,
864,Jordan Fisher,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,spotify:track:4QpGKXfAEIF8TquT7oF4zA,True,,
865,Kanye West,Water,spotify:track:454Epa1vrCGFddHXKyC1kb,True,,
866,The Weeknd,Blinding Lights,spotify:track:0sf12qNH5qcw8qpgymFOqD,True,,True
867,R E L,Night City,spotify:track:4dK0YKNUAMEV58MZxqN359,True,,
868,BROCKHAMPTON,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,True,,
869,Rex Orange County,Loving Is Easy (feat. Benny Sings),spotify:track:5EYi2rH4LYs6M21ZLOyQTx,True,,
870,Galantis,No Money,spotify:track:6M6Tk58pQvABy6ru66dY3d,True,,True
871,Tiësto,Nothing Really Matters,spotify:track:1horDZRb64nwbtDXymIzLw,True,,
872,The Weeknd,Alone Again,spotify:track:6b5P51m8xx2XA6U7sdNZ5E,,,
873,Brayke,Ykowyk,spotify:track:6gjU5ogtqwiFYyOXGrTg2b,True,,
874,Gryffin,Nobody Compares To You (feat. Katie Pearlman),spotify:track:17ejRbr6B8l9zdqgCZsn4m,True,,
875,Fiji Blue,Day by Day,spotify:track:7ennBS5KF7XksS3WvusJSS,True,,
876,Martin Garrix,In the Name of Love,spotify:track:23L5CiUhw2jV1OIMwthR3S,True,,
877,Aminé,Spice Girl,spotify:track:4HW5kSQ8M2IQWZhSxERvla,True,True,
878,ILLENIUM,Lay It Down,spotify:track:0dxAvCV7LGcGIJQZuqhmgL,True,,
879,Joji,Daylight,spotify:track:6Ww8GHdPCl8MqZBhPn4LKd,True,,
880,Laidback Luke,XOXO (feat. Ina),spotify:track:11BHx1QpCJVGKLQZiRB7xk,True,,
881,NLE Choppa,Camelot,spotify:track:4sWuPniHClkInYAnzXAYUF,True,,
882,Red Velvet,Psycho,spotify:track:3CYH422oy1cZNoo0GTG1TK,True,,True
883,Kina,Can We Kiss Forever?,spotify:track:58wyJLv6yH1La9NIZPl3ne,True,,
884,Lil Uzi Vert,Demon High,spotify:track:5MAnH0CFbD13INQBsnKI9y,True,,
885,The Weeknd,Snowchild,spotify:track:3WlbeuhfRSqU7ylK2Ui5U7,,,
886,Daniel Caesar,Get You (feat. Kali Uchis),spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,True,,True
887,Lil Tecca,Bossanova,spotify:track:12MGFZIqiXncwMsufAwfC9,True,,
888,Louis The Child,Here Comes A Feeling (with Naomi Wild & Couros),spotify:track:6QRlUKL4scZzCv5He2wjSb,True,,
889,NICKTHEREAL,帥到分手,spotify:track:3tsgNOHt913hG27l7DLS4V,True,,
890,Lil Baby,Voice of the Heroes,spotify:track:7eO7rOwH5qVD3UWpO97qTI,True,,
891,Farruko,Pepas,spotify:track:5fwSHlTEWpluwOM0Sxnh5k,True,,True
892,Loyle Carner,Desoleil (Brilliant Corners),spotify:track:5rYTMjVkGioNF4MpSQISlg,True,,
893,Quinn XCII,Sad Still,spotify:track:0sagfHqTdznGW1IwV2nI0o,True,,
894,Lil Uzi Vert,I'm Sorry,spotify:track:1xcOYJxDa5pObgxY1r0I9c,True,,True
895,Dom Dolla,Strangers (with Mansionair),spotify:track:63TjlMDhCFiZyZTRAa8o9a,True,,
896,Childish Gambino,Pop Thieves (Make It Feel Good),spotify:track:77hL9s5AHzOhgXFxbLCdv1,True,,True
897,Lil Nas X,Panini,spotify:track:68poZGRClFTzLdeRz9X0M2,True,,
898,Joji,Gimme Love,spotify:track:2hfoyc7ve6xM4ZEiNIiU1B,True,,
899,BROCKHAMPTON,FACE,spotify:track:5bknBRjKJZ643DAN2w8Yoy,True,,
900,Young Stoner Life,Take It To Trial (feat. Yak Gotti),spotify:track:6aKDdFwPJLgHT4aNktrQmb,True,,
901,Lil Tecca,Shots,spotify:track:5xjei7JnROsAzLY2a7RdZU,True,,
902,Joyner Lucas,I Love,spotify:track:30z4LVkScpeNhwHFIB8Ewa,True,,
903,HYUKOH,Comes And Goes,spotify:track:5yyJr6cv3cObSAioXR8h8X,,,
904,Chance the Rapper,I Might Need Security,spotify:track:3EApebexZ7YqDIqw2EMTDh,True,,
905,24kGoldn,VALENTINO,spotify:track:0c7K73roy6RW4ebDkf4yGh,True,,True
906,Taska Black,In Your Eyes,spotify:track:1j3s6SE0wUgJfBULiHfgCv,True,,
907,ILLENIUM,Pray (feat. Kameron),spotify:track:61sor95BL63MCvZYgKK8KM,True,,
908,Drake,Signs,spotify:track:6Na5uKk5SsqZimk0hAWo8y,,,True
909,Nebu Kiniza,Coastin' (feat. Tk Kravitz),spotify:track:7LBU1h8q0kpzkQnipzzEZ4,,,
910,Still Woozy,Lucy,spotify:track:0nXyCNdS6fkZNP11DwGq1i,True,True,
911,John Legend,Overload (feat. Miguel),spotify:track:37exBefsiwr3rmQ7xcQnEJ,True,,
912,Miley Cyrus,Mother's Daughter,spotify:track:2WyRfGeHo97VC5mP1BBSzr,True,,
913,Lil Nas X,MONTERO (Call Me By Your Name),spotify:track:3BZEcbdtXQSo7OrvKRJ6mb,True,,
914,Khai,Do You Go Up,spotify:track:0OTpz9cTT3BUCilO5XTs7c,True,,
915,Lykke Li,sex money feelings die,spotify:track:0g4fzRkbLeCDUCoe5iUOcf,True,True,
916,Peter CottonTale,Forever Always,spotify:track:4B2kIC5F0kSVfTD5crzgm9,,,
917,Hardwell,Power,spotify:track:4CVOUJki8YUWol3jhLphgs,True,,
918,Ali Gatie,Moonlight,spotify:track:72pv4E0eBIcE9z8V4tPHui,True,,
919,The Kid LAROI,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20,True,,True
920,Dom Dolla,San Frandisco,spotify:track:3T00mhdOYUuM5yiuPs3xhs,True,,
921,Martin Garrix,Higher Ground (feat. John Martin),spotify:track:0rohJsT6NWsThpukt0Xxdc,True,,
922,KSHMR,I Will Be A Lion (feat. Jake Reese),spotify:track:5bMKiSofsYvWazpSpaEm59,True,,
923,Bakar,Unhealthy,spotify:track:0PQftCkSQlJjneCXb7IC2C,True,,
924,Aries,BAD NEWS,spotify:track:60ZppukPfY43NDU9meKJrz,True,,
925,Ghost Loft,Overflow,spotify:track:4VJtGn42R0lLj4Vc7EUVjV,True,,
926,A Boogie Wit da Hoodie,Look Back at It,spotify:track:3J5YrOvX2A0EA0j4BARQ9o,True,,
927,SiR,Hair Down (feat. Kendrick Lamar),spotify:track:6sq5mqtS3jwJjvBHALknJH,True,,
928,Kina,Get You The Moon (feat. Snøw),spotify:track:4ZLzoOkj0MPWrTLvooIuaa,True,,
929,Lil Uzi Vert,UnFazed (feat. The Weeknd),spotify:track:5O8x1YlmLQopQHErxtDfi9,True,,
930,Mustard,Pure Water (with Migos),spotify:track:63cd4JkwGgYJrbOizbfmsp,,,True
931,KnowKnow,R&B All Night,spotify:track:6MrVXeEMf0MULWdclDk4sI,True,,
932,Quavo,LOST (feat. Kid Cudi),spotify:track:2H5CLUmtvo2VHEeWzMtUqW,,,
933,Steven Moses,Love Me,spotify:track:4Ojj5Ld695R3riZ3LiUhVQ,True,,
934,Joji,Run,spotify:track:6p8eEdiZLKJH8tcjGZuNTK,True,,True
935,Mura Masa,Messy Love,spotify:track:25Px71FQFASLrxGNszAXsG,True,,
936,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),spotify:track:0dbTQYW3Ad1FTzIA9t90E8,True,,
937,Young Thug,She Wanna Party (feat. Millie Go Lightly),spotify:track:3WL6yCfh0zw2MxVSWSe0G1,True,,
938,Gunna,WUNNA,spotify:track:6HY3arOe4dD8UQ0oVDJ18E,,,
939,Drake,Sticky,spotify:track:0C6ShwHWvn4JyvcJc1LjbS,True,,
940,Mura Masa,Second 2 None,spotify:track:3HFfrCM9Cvt1NpASNcqzkR,True,,
941,Cordae,Locationships,spotify:track:2nOrEg4ZHuR0cFQHeV8RnI,True,,
942,Trippie Redd,6 Kiss,spotify:track:7tgjDlQsMR8RvkdlNCJA58,True,,
943,SiM,The Rumbling,spotify:track:6k0X05danQOXSBTVek5DU1,True,,
944,KYLE,Ikuyo (feat. 2 Chainz & Sophia Black),spotify:track:2NWoKpRnMfxocVAXF8ASwk,True,,
945,Jo&Me,Daydream,spotify:track:1LLP9PX5h52tadD2sTJ6za,True,,
946,Fiji Blue,It Takes Two,spotify:track:5V7qLbZJNTwaEVbZADqofc,True,,
947,Russ,Hard For Me,spotify:track:2sDwK2Nj5gBGpJykIl0Yu4,True,,
948,3LAU,Touch,spotify:track:5JKU2tXiG3yvJtefNwe7ZQ,True,,True
949,Khalid,Young Dumb & Broke,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,True,,
950,Lil Tecca,Ransom,spotify:track:1xbtojAZsQjOgiGdGX6ChU,True,,
951,Joyner Lucas,Frozen,spotify:track:0PPKDmCpEfX8rdkagtCr8u,True,,
952,Key Glock,Mr. Glock,spotify:track:1ipSpQfzBbhPFhYm6tfVIz,True,,
953,G-Eazy,Crash & Burn,spotify:track:3rtuukjxyg57bDRZbkkt5l,True,,
954,Noah Slee,Lips,spotify:track:6rjgXCOdI4k9D5HYQKrIU1,,,
955,Chance the Rapper,GRoCERIES,spotify:track:0yFvWTLs3iIwDbc91noXGT,True,,
956,Sheck Wes,YKTS,spotify:track:6mS9JgLlBCbmsMQnKrm2e3,True,,
957,Childish Gambino,Bonfire,spotify:track:799f6Ih1Pu4AUApMyXhxUc,True,,
958,IDK,Shoot My Shot,spotify:track:5q9Et9kJTWvRg80uQLBW4s,True,,
959,Jacob Banks,Unknown (To You),spotify:track:4jDDaKTqcZQWvgubuW6N7l,True,,
960,Finn Foxell,Built to Last,spotify:track:6jDurwjOP0bly2BAHeBLLL,True,,
961,Roy Woods,What Are You On?,spotify:track:1cr6AGKz04rKpkgUBpo2Bj,True,,
962,Big Sean,Voices In My Head/Stick To The Plan,spotify:track:2pzuU8vLaG8W1P31X65ZP9,True,,
963,DaBaby,VIBEZ,spotify:track:0fySG6A6qLE8IvDpayb5bM,True,True,
964,Nebu Kiniza,Memories,spotify:track:6AqmB6KKC9U6Pfssk1ZYGJ,True,,
965,Lil He77,Lie on Me,spotify:track:7ijXfR09g8dImpTI586m7k,True,,
966,21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),spotify:track:2XbG1IRDzoQQzLJSmwWIqC,True,,
967,Bawo,Mazzalean,spotify:track:2G11gjwGKUeSUDHRSJkDbM,True,,
968,Flipp Dinero,Leave Me Alone,spotify:track:14mHfNsSHN0FbLftyjrV9g,True,True,
969,SLANDER,Love Is Gone - Acoustic,spotify:track:7F1CiKqrY44kh5cDqwHOnx,True,,True
970,Brent Faiyaz,Lovely,spotify:track:2jGjNCH6Op0BqBHPc4Rd8d,True,,
971,Joji,TEST DRIVE,spotify:track:5W1DiMUBM2vAcXhXieeVD6,True,,
972,Death Cab for Cutie,I Dreamt We Spoke Again - Louis the Child Remix,spotify:track:2TY2GcWmTmcE6L40jYC9Xv,True,,
973,The Weeknd,Until I Bleed Out,spotify:track:2BcnxwxBuar5wjCaLqm5N3,True,,
974,Adam Oh,TRAPPED IN MY MIND,spotify:track:3Qx1CtexENLotadyrPxGsY,True,,
975,Galantis,Dandelion,spotify:track:4NexTaCZZ7Ehnf03A6SVjt,True,,True
976,Yo Gotti,Castro,spotify:track:0va1WXBIZt9CXh1bK0PF3i,,,
977,Fiji Blue,Outside,spotify:track:2RdREuezrUKCuCcCz5a7ZC,True,,
978,THEY.,Pops,spotify:track:5qEzURrIp2mJbfgBXNnQeD,True,,
979,Bazzi,Myself,spotify:track:5YLHLxoZsodDWjqSgjhBf3,True,,True
980,Rexx Life Raj,Freedom Love (feat. Goapele),spotify:track:0ecTxrvdJCFghS781UNavr,True,,
981,Cordae,Have Mercy,spotify:track:0GwYkXgQdqY4dyRffHw3HT,True,,
982,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),spotify:track:5zFglKYiknIxks8geR8rcL,True,,
983,21 Savage,No Heart,spotify:track:4gmmRb6bZJffOOiww1JGTO,True,,
984,AURORA,Runaway,spotify:track:0TCmhnbMpw5zwPsTvlXTJi,True,,
985,FireCityFunk,Surrender To Me,spotify:track:34sIEdi9tN5Fi2rNaSHVTQ,True,,
986,Post Malone,Goodbyes (Feat. Young Thug),spotify:track:6vBdBCoOhKHiYDDOcorfNo,,,
987,Jorja Smith,Tomorrow,spotify:track:14qLa09blyCJdkRJRQ8lpV,True,,
988,Digital Farm Animals,Millionaire (feat. Nelly) - Alan Walker Remix,spotify:track:5HzbxweVAtisCrpoOF11qt,,,
989,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),spotify:track:3qjf2YP8G2RNFanYZDcZUk,True,,
990,Russ,Last Forever (feat. Rick Ross & Snoop Dogg),spotify:track:5U1OcBfP61WcT2yTpXKx72,True,,
991,Wolfie,Symmetry,spotify:track:0NkX6UvIm7EhIU3P6RBQpm,True,,
992,Jaden,PCH,spotify:track:3Ju7HGke5GYEXUJ3YWGOry,True,,
993,Yung Pinch,Nightmares (feat. Lil Skies),spotify:track:0qy1xNhQvnRhEpvKxdXYUR,True,,
994,Aminé,NEO,spotify:track:7onHzHeOVE3M9p0tNKQbXc,True,,
995,Ruel,Dazed & Confused,spotify:track:2pyjbGTpJCPjMYwCbdymiF,True,,
996,Comethazine,Walk,spotify:track:21kOVEG3bDCVphKhXL8XmQ,True,,
997,Bazzi,Star,spotify:track:2JuIs3XJlYPy8vBO66CEkJ,True,,True
998,Lorde,Green Light,spotify:track:3FQ26GroLnhQEja48FKYqT,True,True,
999,Lauv,I Like Me Better,spotify:track:2P91MQbaiQOfbiz9VqhqKQ,True,,True
1000,DaBaby,Masterpiece,spotify:track:26UxwWl9xCb83OynXELJcL,True,True,
1001,Lauv,i'm so tired... - Stripped - Live in LA,spotify:track:6bnT4Xhs1lkOHgFjHq6M3b,True,,
1002,Tones And I,Fly Away,spotify:track:5ri4zqtWhG07hIuNNDWP76,,,True
1003,Drake,Passionfruit,spotify:track:5mCPDVBb16L4XQwDdbRUpz,,,True
1004,Alex Mali,Start It Up,spotify:track:1Srs6bdnsieHVfJqxC5W28,True,,
1005,Emmit Fenn,Painting Greys,spotify:track:6kUohQ7py1XEcQAhUgf2Zz,,,
1006,88rising,Head In The Clouds,spotify:track:3kYARoLSAvt86VFZ55BQcq,True,,
1007,Zeds Dead,Neck And Neck - DNMO Remix,spotify:track:2bCjaF7cRm53Wdq9RtkYJu,True,,True
1008,Adventure Club,High Like This,spotify:track:3Ukb1tpAsQOdUSVKAW94Cj,True,,
1009,NLE Choppa,Narrow Road (feat. Lil Baby),spotify:track:3GZd1aDsgKL71Kt3VIp0hc,True,,
1010,ONE OK ROCK,The Beginning,spotify:track:4f3nDjgqXurMryYBSp0TZD,True,,
1011,Kanye West,Jail,spotify:track:42ZrMq4BKsWDrrbMnMRYaK,True,True,
1012,Lil Baby,Frozen,spotify:track:19n0UZuW8AArMVWNztoXu9,True,,
1013,Metro Boomin,10AM/Save The World (feat. Gucci Mane),spotify:track:6qZANDqrSAvfuSjcxBP1PD,True,,
1014,MEDUZA,Paradise (feat. Dermot Kennedy),spotify:track:6ft4hAq6yde8jPZY2i5zLr,True,,
1015,iann dior,thought it was,spotify:track:3x1h0lsx1i2v9cUWnZssBa,True,,
1016,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),spotify:track:0McI9sOmkpfd4E72njtU0G,True,,
1017,Louis The Child,Free (with Drew Love),spotify:track:64BKKgWdKdmKlQDzRfHW3C,True,,
1018,Jaden,Better Things,spotify:track:5uONhK4CTwHMzCzrIeTX6N,True,,
1019,Drake,TSU,spotify:track:4s7QLoImIwmPi9L6dq1nVW,True,,True
1020,Tiësto,"The Business, Pt. II",spotify:track:0SZPXD0uEl72YjUVY2K3E9,True,,
1021,Roddy Ricch,late at night,spotify:track:1fxYz1s15pyZLsJT0Hdh1m,True,,True
1022,DaBaby,BOP,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,True,,True
1023,Lil Wayne,Dedicate,spotify:track:0Y7di9ZCmB6Elad5WISaPc,True,,
1024,Joe Hertz,Stay Lost - Cabu Remix,spotify:track:3xy8karhdpkltgdwj9FGbQ,True,,
1025,Post Malone,Hollywood's Bleeding,spotify:track:77Y7tccX9Hx5iClDr39uy9,True,,
1026,John Mayer,New Light,spotify:track:3bH4HzoZZFq8UpZmI2AMgV,True,,
1027,Kanye West,Closed On Sunday,spotify:track:3JWiDGQX2eTlFvKj3Yssj3,True,,
1028,Billie Eilish,hostage,spotify:track:1WsEgieHsWWndAzLkmV105,True,,
1029,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),spotify:track:6osMzmRHCVETbZMHceLRmh,True,,True
1030,Sage The Gemini,Now and Later,spotify:track:43jBqV3j3Xi1g6wO0bhIMd,True,,
1031,Bazzi,Mine,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,True,,
1032,Doja Cat,Streets - Silhouette Remix,spotify:track:0Uru1UoJdHKf2lxssQT3kC,True,,
1033,Flipp Dinero,How I Move (feat. Lil Baby),spotify:track:0jBJIQuToUUOEx7JJkiPzm,True,,
1034,Khalid,Let's Go,spotify:track:6AIccJIWHGK26xi34FAkwl,True,,
1035,A$AP Ferg,Jet Lag,spotify:track:2hyF1YWdX8yxExvRelT9nB,True,,
1036,Logic,1-800-273-8255,spotify:track:4Sj8JZ9zZfl8HaOav5yTVq,True,,
1037,khai dreams,Lost in You,spotify:track:2itR8VHeTVKInnMPec8mj8,True,,
1038,88rising,California (feat. Warren Hue),spotify:track:3Qj2f7BrpJNGj3dbxKpOlp,True,,True
1039,Pink Sweat$,At My Worst,spotify:track:2MJz8BxxMsERULatmBikDH,True,,
1040,Pab the Kid,Comfort Me,spotify:track:0QRVoRy6M1ptcRJHTjkRHU,True,,
1041,Polo G,Pop Out (feat. Lil Tjay),spotify:track:5AjINjwKyRvQJhSe2zpPHi,True,,
1042,ARMNHMR,One Sided (feat. Mark Klaver),spotify:track:49PgWU6oGZPHbBv3Q2kwMZ,True,,
1043,Drake,Successful (feat. Trey Songz & Lil Wayne),spotify:track:6NwhtCYkfwWlcR62Ac4E7y,,,
1044,Sueco,fast,spotify:track:6lq0OqAXfxnwtFGqdARtRU,True,,
1045,blackbear,@ my worst,spotify:track:0mHGftgYtmpH4y17T3VZ2E,True,,True
1046,Moneybagg Yo,Hard For The Next (with Future),spotify:track:2D6vfFZxQ5YzPPBODls1a9,True,,
1047,Doja Cat,Say So,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,True,,True
1048,Zeds Dead,Blame,spotify:track:5eh17lUQtcqtDyHTkNQp19,True,,True
1049,RL Grime,UCLA,spotify:track:3OaunNUlXXs5e2PXtNAzzG,True,,True
1050,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",spotify:track:2zjGJ0dChMR0KxBZS15aqo,True,,
1051,Throttle,Cities,spotify:track:6t67COokESOCeqHkMNroSu,True,,True
1052,Zeds Dead,Alive,spotify:track:5bFuHlXKw66Uu2cHKn5bf8,True,,True
1053,Ariana Grande,7 rings,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,True,,True
1054,DaBaby,Ball If I Want To,spotify:track:0cu0rhnlCnJ7JIeHRiLpj3,True,,
1055,The Weeknd,After Hours,spotify:track:4ejyZ4uJEXUURcgKp1kP8v,,,True
1056,Lauv,Modern Loneliness,spotify:track:7MZF7YLxOP2to9iblSulLc,True,,
1057,BlocBoy JB,Look Alive (feat. Drake),spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,True,,True
1058,Travis Scott,WAKE UP,spotify:track:20MuVazoNMv6xjKPnRFOxG,,,
1059,KYLE,Playinwitme (feat. Kehlani),spotify:track:43cFjTTCD9Cni4aSL0sORz,True,,
1060,The Weeknd,Gasoline,spotify:track:3KyKxJ4P3pVCgaZwaq2rUC,True,,
1061,BENEE,Supalonely,spotify:track:4nK5YrxbMGZstTLbvj6Gxw,True,,True
1062,Blasterjaxx,Narco,spotify:track:4TuNI3WEMyLQAKRMJmcQdA,True,,
1063,Rex Orange County,Sunflower,spotify:track:4EpZ4eYuZOwPSSwyqpdHnJ,True,,
1064,starRo,Yams feat. Masego,spotify:track:6SXS9vVtsUZXfgCDzhOwl8,True,,
1065,Rich Brian,Introvert (feat. Joji),spotify:track:3qbqWUDl9j09PeBaQ6CZgr,,,
1066,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),spotify:track:543bCW2ruMPmxUBWirQ3MR,True,,
1067,Kid Travis,Strawberry Skies,spotify:track:0GiAmOCAtzGPfjfjGAXQ04,True,,True
1068,Noah Cyrus,Again (feat. XXXTENTACION),spotify:track:2S2od3hT7ceytw7d1pTRuE,True,,
1069,NAV,Up,spotify:track:5qbcsZMwL0x46sX7VO37Ye,True,,
1070,REI AMI,do it right (feat. Aminé),spotify:track:6bKM56cyoz8kjiK7QKQ87i,True,,
1071,Neovaii,Your Eyes,spotify:track:4ZWwJZItMQKXLr7xvS6cYt,,,
1072,21 Savage,Runnin,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,True,,True
1073,Quinn XCII,Iron & Steel,spotify:track:1UMQ9VXdKGiAHIGD5fWX2B,True,,
1074,Julia Michaels,Heaven,spotify:track:4QfNOZN7vrQCQKK1ZJ3XPb,True,,
1075,Zeds Dead,i think you're cool,spotify:track:6tkHWTety7Wd4Fv4oyGAcz,True,,True
1076,League of Legends,Legends Never Die - (Remix),spotify:track:66YtIqT0kN4958EXnCnAmE,True,,
1077,VIC MENSA,Dark Things,spotify:track:3YhuRxTNDJPPIbTOdN2N50,,,
1078,Eric Chou,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",spotify:track:2gug6MRv4xQFYi9LA3PJCS,True,,
1079,Bryce Vine,Drew Barrymore (feat. Wale),spotify:track:5RyFbMmfQ70WThTT6g4Vx0,,,
1080,Young Thug,Sin (feat. Jaden Smith),spotify:track:1Jl21sidRpEdlVBvYbssLx,,,
1081,Joyner Lucas,Stranger Things,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS,,,
1082,NIKI,lowkey,spotify:track:5TTXEcfsYLh6fTarLaevTi,True,,True
1083,Kendrick Lamar,DNA.,spotify:track:6HZILIRieu8S0iqY8kIKhj,True,,True
1084,EVERGLOW,LA DI DA,spotify:track:6mIjJONoUMvGPT9Kzrab3L,True,,
1085,Jack Harlow,WHATS POPPIN,spotify:track:3Q6F8RByyhRTJpRtZLY3cg,,,
1086,blackbear,do re mi,spotify:track:3sTCfUmYXSVWDacTd6uMbQ,True,,
1087,XXXTENTACION,Fuck Love (feat. Trippie Redd),spotify:track:7AQim7LbvFVZJE3O8TYgf2,True,,True
1088,Kendrick Lamar,Big Shot (with Travis Scott),spotify:track:5cXg9IQS34FzLVdHhp7hu7,True,,True
1089,Imagine Dragons,Believer,spotify:track:05KfyCEE6otdlT1pp2VIjP,True,,
1090,Big Sean,Go Legend (& Metro Boomin),spotify:track:3wAI7MIQtTgwcRmwchPZBc,True,,True
1091,Defqwop,Heart Afire,spotify:track:4s4XzNKcU3PtmeV7OdXDmv,True,,
1092,Calvin Harris,Over Now (with The Weeknd),spotify:track:58AGoOGbwsQMhBbH0eFLRR,True,,
1093,mike.,Lost Me,spotify:track:5LG63eRhfNFYyCGU1QZXCo,True,,
